TransactionID,Date,Item,Category,Season
346,2024-10-15,Potato,Vegetable,All
346,2024-10-15,Onion,Vegetable,All
346,2024-10-15,Coriander,Vegetable,All
347,2024-03-31,Pineapple,Fruit,Summer
347,2024-03-31,Tomato,Vegetable,Summer
347,2024-03-31,Watermelon,Fruit,Summer
348,2024-09-28,Pumpkin,Vegetable,Rainy
348,2024-09-28,Banana,Fruit,Rainy
349,2024-12-13,Coriander,Vegetable,All
349,2024-12-13,Garlic,Vegetable,All
349,2024-12-13,Guava,Fruit,Winter
349,2024-12-13,Cabbage,Vegetable,Winter
350,2024-01-17,Coriander,Vegetable,All
350,2024-01-17,Beetroot,Vegetable,Winter
351,2024-01-03,Beetroot,Vegetable,Winter
351,2024-01-03,Onion,Vegetable,All
351,2024-01-03,Coriander,Vegetable,All
352,2024-08-21,Garlic,Vegetable,All
352,2024-08-21,Coriander,Vegetable,All
352,2024-08-21,Pumpkin,Vegetable,Rainy
352,2024-08-21,Brinjal,Vegetable,Rainy
352,2024-08-21,Onion,Vegetable,All
353,2024-04-21,Tomato,Vegetable,Summer
353,2024-04-21,Pineapple,Fruit,Summer
353,2024-04-21,Capsicum,Vegetable,Summer
353,2024-04-21,Muskmelon,Fruit,Summer
354,2024-05-06,Tomato,Vegetable,Summer
354,2024-05-06,Papaya,Fruit,Summer
354,2024-05-06,Potato,Vegetable,All
354,2024-05-06,Onion,Vegetable,All
355,2024-03-25,Tomato,Vegetable,Summer
355,2024-03-25,Ginger,Vegetable,All
356,2024-01-17,Carrot,Vegetable,Winter
356,2024-01-17,Spinach,Vegetable,Winter
356,2024-01-17,Cabbage,Vegetable,Winter
356,2024-01-17,Coriander,Vegetable,All
357,2024-08-17,Potato,Vegetable,All
357,2024-08-17,Brinjal,Vegetable,Rainy
357,2024-08-17,Garlic,Vegetable,All
357,2024-08-17,Coriander,Vegetable,All
357,2024-08-17,Ginger,Vegetable,All
358,2024-07-10,Bottle Gourd,Vegetable,Rainy
358,2024-07-10,Coriander,Vegetable,All
358,2024-07-10,Chilli,Vegetable,Rainy
358,2024-07-10,Banana,Fruit,Rainy
358,2024-07-10,Garlic,Vegetable,All
359,2024-09-17,Radish,Vegetable,Rainy
359,2024-09-17,Pumpkin,Vegetable,Rainy
359,2024-09-17,Ginger,Vegetable,All
360,2024-08-30,Bottle Gourd,Vegetable,Rainy
360,2024-08-30,Coriander,Vegetable,All
361,2024-09-09,Bottle Gourd,Vegetable,Rainy
361,2024-09-09,Ginger,Vegetable,All
362,2024-01-18,Spinach,Vegetable,Winter
362,2024-01-18,Cauliflower,Vegetable,Winter
362,2024-01-18,Beetroot,Vegetable,Winter
363,2024-11-03,Spinach,Vegetable,Winter
363,2024-11-03,Cabbage,Vegetable,Winter
363,2024-11-03,Apple,Fruit,Winter
363,2024-11-03,Beetroot,Vegetable,Winter
363,2024-11-03,Potato,Vegetable,All
364,2024-05-28,Tomato,Vegetable,Summer
364,2024-05-28,Mango,Fruit,Summer
365,2024-01-05,Guava,Fruit,Winter
365,2024-01-05,Cauliflower,Vegetable,Winter
365,2024-01-05,Potato,Vegetable,All
365,2024-01-05,Onion,Vegetable,All
366,2024-09-30,Bottle Gourd,Vegetable,Rainy
366,2024-09-30,Onion,Vegetable,All
366,2024-09-30,Chilli,Vegetable,Rainy
367,2024-06-30,Garlic,Vegetable,All
367,2024-06-30,Potato,Vegetable,All
367,2024-06-30,Ginger,Vegetable,All
367,2024-06-30,Pineapple,Fruit,Summer
368,2024-07-24,Brinjal,Vegetable,Rainy
368,2024-07-24,Onion,Vegetable,All
368,2024-07-24,Radish,Vegetable,Rainy
368,2024-07-24,Coriander,Vegetable,All
368,2024-07-24,Ginger,Vegetable,All
369,2024-04-04,Pineapple,Fruit,Summer
369,2024-04-04,Ladyfinger,Vegetable,Summer
369,2024-04-04,Muskmelon,Fruit,Summer
370,2024-03-27,Ladyfinger,Vegetable,Summer
370,2024-03-27,Papaya,Fruit,Summer
370,2024-03-27,Capsicum,Vegetable,Summer
371,2024-04-18,Tomato,Vegetable,Summer
371,2024-04-18,Papaya,Fruit,Summer
371,2024-04-18,Muskmelon,Fruit,Summer
372,2024-03-24,Ginger,Vegetable,All
372,2024-03-24,Potato,Vegetable,All
372,2024-03-24,Tomato,Vegetable,Summer
372,2024-03-24,Papaya,Fruit,Summer
372,2024-03-24,Muskmelon,Fruit,Summer
373,2024-07-20,Banana,Fruit,Rainy
373,2024-07-20,Garlic,Vegetable,All
374,2024-01-19,Ginger,Vegetable,All
374,2024-01-19,Spinach,Vegetable,Winter
375,2024-04-18,Potato,Vegetable,All
375,2024-04-18,Onion,Vegetable,All
375,2024-04-18,Mango,Fruit,Summer
375,2024-04-18,Ginger,Vegetable,All
376,2024-05-31,Ginger,Vegetable,All
376,2024-05-31,Garlic,Vegetable,All
376,2024-05-31,Watermelon,Fruit,Summer
377,2024-08-02,Banana,Fruit,Rainy
377,2024-08-02,Coriander,Vegetable,All
377,2024-08-02,Pumpkin,Vegetable,Rainy
377,2024-08-02,Brinjal,Vegetable,Rainy
378,2024-10-22,Onion,Vegetable,All
378,2024-10-22,Coriander,Vegetable,All
378,2024-10-22,Potato,Vegetable,All
379,2024-09-22,Pumpkin,Vegetable,Rainy
379,2024-09-22,Brinjal,Vegetable,Rainy
380,2024-06-14,Ginger,Vegetable,All
380,2024-06-14,Capsicum,Vegetable,Summer
380,2024-06-14,Tomato,Vegetable,Summer
381,2024-09-13,Onion,Vegetable,All
381,2024-09-13,Ginger,Vegetable,All
382,2024-10-09,Coriander,Vegetable,All
382,2024-10-09,Potato,Vegetable,All
382,2024-10-09,Onion,Vegetable,All
382,2024-10-09,Ginger,Vegetable,All
383,2024-01-24,Cauliflower,Vegetable,Winter
383,2024-01-24,Ginger,Vegetable,All
384,2024-08-19,Onion,Vegetable,All
384,2024-08-19,Bottle Gourd,Vegetable,Rainy
384,2024-08-19,Garlic,Vegetable,All
384,2024-08-19,Banana,Fruit,Rainy
384,2024-08-19,Coriander,Vegetable,All
385,2024-05-03,Capsicum,Vegetable,Summer
385,2024-05-03,Garlic,Vegetable,All
385,2024-05-03,Ginger,Vegetable,All
385,2024-05-03,Muskmelon,Fruit,Summer
385,2024-05-03,Potato,Vegetable,All
386,2024-11-16,Garlic,Vegetable,All
386,2024-11-16,Onion,Vegetable,All
386,2024-11-16,Guava,Fruit,Winter
386,2024-11-16,Apple,Fruit,Winter
386,2024-11-16,Beetroot,Vegetable,Winter
387,2024-05-21,Ladyfinger,Vegetable,Summer
387,2024-05-21,Muskmelon,Fruit,Summer
387,2024-05-21,Garlic,Vegetable,All
387,2024-05-21,Pineapple,Fruit,Summer
387,2024-05-21,Coriander,Vegetable,All
388,2024-08-02,Onion,Vegetable,All
388,2024-08-02,Radish,Vegetable,Rainy
389,2024-05-11,Papaya,Fruit,Summer
389,2024-05-11,Ladyfinger,Vegetable,Summer
390,2024-10-23,Onion,Vegetable,All
390,2024-10-23,Garlic,Vegetable,All
390,2024-10-23,Potato,Vegetable,All
390,2024-10-23,Ginger,Vegetable,All
390,2024-10-23,Coriander,Vegetable,All
391,2024-06-21,Ginger,Vegetable,All
391,2024-06-21,Papaya,Fruit,Summer
391,2024-06-21,Capsicum,Vegetable,Summer
392,2024-04-28,Mango,Fruit,Summer
392,2024-04-28,Potato,Vegetable,All
392,2024-04-28,Ladyfinger,Vegetable,Summer
393,2024-09-05,Coriander,Vegetable,All
393,2024-09-05,Potato,Vegetable,All
393,2024-09-05,Garlic,Vegetable,All
394,2024-02-29,Cauliflower,Vegetable,Winter
394,2024-02-29,Guava,Fruit,Winter
394,2024-02-29,Coriander,Vegetable,All
394,2024-02-29,Cabbage,Vegetable,Winter
395,2024-06-25,Tomato,Vegetable,Summer
395,2024-06-25,Capsicum,Vegetable,Summer
396,2024-03-09,Papaya,Fruit,Summer
396,2024-03-09,Ginger,Vegetable,All
396,2024-03-09,Ladyfinger,Vegetable,Summer
396,2024-03-09,Pineapple,Fruit,Summer
397,2024-11-02,Carrot,Vegetable,Winter
397,2024-11-02,Garlic,Vegetable,All
398,2024-07-06,Onion,Vegetable,All
398,2024-07-06,Bottle Gourd,Vegetable,Rainy
399,2024-11-04,Ginger,Vegetable,All
399,2024-11-04,Cauliflower,Vegetable,Winter
399,2024-11-04,Apple,Fruit,Winter
400,2024-03-31,Muskmelon,Fruit,Summer
400,2024-03-31,Onion,Vegetable,All
400,2024-03-31,Coriander,Vegetable,All
400,2024-03-31,Potato,Vegetable,All
401,2024-08-09,Potato,Vegetable,All
401,2024-08-09,Onion,Vegetable,All
401,2024-08-09,Banana,Fruit,Rainy
402,2024-10-11,Garlic,Vegetable,All
402,2024-10-11,Potato,Vegetable,All
402,2024-10-11,Ginger,Vegetable,All
402,2024-10-11,Onion,Vegetable,All
403,2024-11-05,Cabbage,Vegetable,Winter
403,2024-11-05,Garlic,Vegetable,All
403,2024-11-05,Onion,Vegetable,All
403,2024-11-05,Coriander,Vegetable,All
403,2024-11-05,Apple,Fruit,Winter
404,2024-03-25,Papaya,Fruit,Summer
404,2024-03-25,Onion,Vegetable,All
404,2024-03-25,Muskmelon,Fruit,Summer
404,2024-03-25,Garlic,Vegetable,All
405,2024-08-24,Chilli,Vegetable,Rainy
405,2024-08-24,Garlic,Vegetable,All
405,2024-08-24,Pumpkin,Vegetable,Rainy
406,2024-03-18,Papaya,Fruit,Summer
406,2024-03-18,Mango,Fruit,Summer
406,2024-03-18,Capsicum,Vegetable,Summer
406,2024-03-18,Ladyfinger,Vegetable,Summer
407,2024-01-24,Cabbage,Vegetable,Winter
407,2024-01-24,Onion,Vegetable,All
408,2024-05-05,Capsicum,Vegetable,Summer
408,2024-05-05,Pineapple,Fruit,Summer
408,2024-05-05,Tomato,Vegetable,Summer
409,2024-04-22,Watermelon,Fruit,Summer
409,2024-04-22,Onion,Vegetable,All
409,2024-04-22,Ginger,Vegetable,All
409,2024-04-22,Papaya,Fruit,Summer
409,2024-04-22,Mango,Fruit,Summer
410,2024-07-29,Ginger,Vegetable,All
410,2024-07-29,Pumpkin,Vegetable,Rainy
410,2024-07-29,Onion,Vegetable,All
410,2024-07-29,Potato,Vegetable,All
411,2024-04-23,Ginger,Vegetable,All
411,2024-04-23,Garlic,Vegetable,All
411,2024-04-23,Potato,Vegetable,All
411,2024-04-23,Ladyfinger,Vegetable,Summer
412,2024-11-17,Potato,Vegetable,All
412,2024-11-17,Onion,Vegetable,All
413,2024-03-30,Watermelon,Fruit,Summer
413,2024-03-30,Garlic,Vegetable,All
413,2024-03-30,Tomato,Vegetable,Summer
413,2024-03-30,Papaya,Fruit,Summer
413,2024-03-30,Onion,Vegetable,All
414,2024-02-10,Potato,Vegetable,All
414,2024-02-10,Beetroot,Vegetable,Winter
415,2024-09-19,Onion,Vegetable,All
415,2024-09-19,Pumpkin,Vegetable,Rainy
415,2024-09-19,Chilli,Vegetable,Rainy
415,2024-09-19,Garlic,Vegetable,All
416,2024-05-15,Pineapple,Fruit,Summer
416,2024-05-15,Garlic,Vegetable,All
416,2024-05-15,Muskmelon,Fruit,Summer
417,2024-09-04,Coriander,Vegetable,All
417,2024-09-04,Chilli,Vegetable,Rainy
417,2024-09-04,Brinjal,Vegetable,Rainy
418,2024-08-29,Garlic,Vegetable,All
418,2024-08-29,Ginger,Vegetable,All
418,2024-08-29,Bottle Gourd,Vegetable,Rainy
418,2024-08-29,Brinjal,Vegetable,Rainy
419,2024-08-21,Onion,Vegetable,All
419,2024-08-21,Coriander,Vegetable,All
419,2024-08-21,Brinjal,Vegetable,Rainy
419,2024-08-21,Radish,Vegetable,Rainy
419,2024-08-21,Bottle Gourd,Vegetable,Rainy
420,2024-07-04,Chilli,Vegetable,Rainy
420,2024-07-04,Potato,Vegetable,All
420,2024-07-04,Bottle Gourd,Vegetable,Rainy
420,2024-07-04,Garlic,Vegetable,All
421,2024-11-17,Coriander,Vegetable,All
421,2024-11-17,Guava,Fruit,Winter
421,2024-11-17,Apple,Fruit,Winter
422,2024-10-06,Onion,Vegetable,All
422,2024-10-06,Potato,Vegetable,All
422,2024-10-06,Ginger,Vegetable,All
422,2024-10-06,Garlic,Vegetable,All
422,2024-10-06,Coriander,Vegetable,All
423,2024-02-09,Apple,Fruit,Winter
423,2024-02-09,Guava,Fruit,Winter
423,2024-02-09,Cauliflower,Vegetable,Winter
424,2024-02-19,Beetroot,Vegetable,Winter
424,2024-02-19,Cauliflower,Vegetable,Winter
425,2024-12-30,Carrot,Vegetable,Winter
425,2024-12-30,Ginger,Vegetable,All
425,2024-12-30,Coriander,Vegetable,All
426,2024-04-16,Tomato,Vegetable,Summer
426,2024-04-16,Ginger,Vegetable,All
426,2024-04-16,Muskmelon,Fruit,Summer
427,2024-09-25,Bottle Gourd,Vegetable,Rainy
427,2024-09-25,Banana,Fruit,Rainy
427,2024-09-25,Chilli,Vegetable,Rainy
427,2024-09-25,Pumpkin,Vegetable,Rainy
428,2024-08-01,Coriander,Vegetable,All
428,2024-08-01,Brinjal,Vegetable,Rainy
428,2024-08-01,Garlic,Vegetable,All
428,2024-08-01,Radish,Vegetable,Rainy
428,2024-08-01,Ginger,Vegetable,All
429,2024-10-22,Onion,Vegetable,All
429,2024-10-22,Garlic,Vegetable,All
429,2024-10-22,Coriander,Vegetable,All
430,2024-04-13,Onion,Vegetable,All
430,2024-04-13,Ladyfinger,Vegetable,Summer
430,2024-04-13,Garlic,Vegetable,All
430,2024-04-13,Capsicum,Vegetable,Summer
430,2024-04-13,Muskmelon,Fruit,Summer
431,2024-02-07,Spinach,Vegetable,Winter
431,2024-02-07,Onion,Vegetable,All
431,2024-02-07,Cauliflower,Vegetable,Winter
431,2024-02-07,Garlic,Vegetable,All
432,2024-12-13,Potato,Vegetable,All
432,2024-12-13,Garlic,Vegetable,All
433,2024-06-08,Tomato,Vegetable,Summer
433,2024-06-08,Potato,Vegetable,All
433,2024-06-08,Muskmelon,Fruit,Summer
433,2024-06-08,Pineapple,Fruit,Summer
433,2024-06-08,Capsicum,Vegetable,Summer
434,2024-01-13,Apple,Fruit,Winter
434,2024-01-13,Cabbage,Vegetable,Winter
434,2024-01-13,Green Peas,Vegetable,Winter
434,2024-01-13,Cauliflower,Vegetable,Winter
434,2024-01-13,Potato,Vegetable,All
435,2024-02-11,Carrot,Vegetable,Winter
435,2024-02-11,Guava,Fruit,Winter
436,2024-12-17,Onion,Vegetable,All
436,2024-12-17,Coriander,Vegetable,All
436,2024-12-17,Carrot,Vegetable,Winter
437,2024-12-05,Ginger,Vegetable,All
437,2024-12-05,Apple,Fruit,Winter
438,2024-02-12,Coriander,Vegetable,All
438,2024-02-12,Cabbage,Vegetable,Winter
438,2024-02-12,Ginger,Vegetable,All
438,2024-02-12,Green Peas,Vegetable,Winter
439,2024-08-02,Banana,Fruit,Rainy
439,2024-08-02,Ginger,Vegetable,All
439,2024-08-02,Onion,Vegetable,All
440,2024-07-24,Radish,Vegetable,Rainy
440,2024-07-24,Potato,Vegetable,All
440,2024-07-24,Pumpkin,Vegetable,Rainy
440,2024-07-24,Brinjal,Vegetable,Rainy
441,2024-08-05,Chilli,Vegetable,Rainy
441,2024-08-05,Brinjal,Vegetable,Rainy
441,2024-08-05,Radish,Vegetable,Rainy
442,2024-07-02,Garlic,Vegetable,All
442,2024-07-02,Pumpkin,Vegetable,Rainy
442,2024-07-02,Onion,Vegetable,All
442,2024-07-02,Bottle Gourd,Vegetable,Rainy
443,2024-04-26,Garlic,Vegetable,All
443,2024-04-26,Ginger,Vegetable,All
444,2024-10-05,Coriander,Vegetable,All
444,2024-10-05,Garlic,Vegetable,All
445,2024-08-30,Onion,Vegetable,All
445,2024-08-30,Pumpkin,Vegetable,Rainy
446,2024-12-11,Potato,Vegetable,All
446,2024-12-11,Cabbage,Vegetable,Winter
446,2024-12-11,Garlic,Vegetable,All
446,2024-12-11,Coriander,Vegetable,All
447,2024-08-29,Pumpkin,Vegetable,Rainy
447,2024-08-29,Banana,Fruit,Rainy
447,2024-08-29,Coriander,Vegetable,All
447,2024-08-29,Brinjal,Vegetable,Rainy
447,2024-08-29,Radish,Vegetable,Rainy
448,2024-05-06,Watermelon,Fruit,Summer
448,2024-05-06,Potato,Vegetable,All
449,2024-10-11,Ginger,Vegetable,All
449,2024-10-11,Coriander,Vegetable,All
449,2024-10-11,Garlic,Vegetable,All
450,2024-02-05,Spinach,Vegetable,Winter
450,2024-02-05,Ginger,Vegetable,All
450,2024-02-05,Carrot,Vegetable,Winter
450,2024-02-05,Guava,Fruit,Winter
451,2024-10-02,Onion,Vegetable,All
451,2024-10-02,Garlic,Vegetable,All
451,2024-10-02,Ginger,Vegetable,All
451,2024-10-02,Coriander,Vegetable,All
452,2024-06-29,Muskmelon,Fruit,Summer
452,2024-06-29,Potato,Vegetable,All
453,2024-11-03,Spinach,Vegetable,Winter
453,2024-11-03,Apple,Fruit,Winter
453,2024-11-03,Cabbage,Vegetable,Winter
454,2024-09-22,Chilli,Vegetable,Rainy
454,2024-09-22,Radish,Vegetable,Rainy
454,2024-09-22,Pumpkin,Vegetable,Rainy
454,2024-09-22,Ginger,Vegetable,All
455,2024-05-10,Onion,Vegetable,All
455,2024-05-10,Watermelon,Fruit,Summer
456,2024-09-03,Brinjal,Vegetable,Rainy
456,2024-09-03,Bottle Gourd,Vegetable,Rainy
456,2024-09-03,Radish,Vegetable,Rainy
456,2024-09-03,Potato,Vegetable,All
456,2024-09-03,Ginger,Vegetable,All
457,2024-10-19,Garlic,Vegetable,All
457,2024-10-19,Onion,Vegetable,All
457,2024-10-19,Potato,Vegetable,All
457,2024-10-19,Coriander,Vegetable,All
457,2024-10-19,Ginger,Vegetable,All
458,2024-09-01,Chilli,Vegetable,Rainy
458,2024-09-01,Onion,Vegetable,All
458,2024-09-01,Ginger,Vegetable,All
458,2024-09-01,Coriander,Vegetable,All
458,2024-09-01,Banana,Fruit,Rainy
459,2024-02-05,Coriander,Vegetable,All
459,2024-02-05,Apple,Fruit,Winter
460,2024-12-13,Apple,Fruit,Winter
460,2024-12-13,Garlic,Vegetable,All
460,2024-12-13,Coriander,Vegetable,All
461,2024-04-25,Ladyfinger,Vegetable,Summer
461,2024-04-25,Ginger,Vegetable,All
461,2024-04-25,Watermelon,Fruit,Summer
462,2024-09-14,Coriander,Vegetable,All
462,2024-09-14,Pumpkin,Vegetable,Rainy
462,2024-09-14,Potato,Vegetable,All
463,2024-07-27,Radish,Vegetable,Rainy
463,2024-07-27,Brinjal,Vegetable,Rainy
463,2024-07-27,Ginger,Vegetable,All
464,2024-05-18,Coriander,Vegetable,All
464,2024-05-18,Pineapple,Fruit,Summer
464,2024-05-18,Mango,Fruit,Summer
465,2024-03-20,Muskmelon,Fruit,Summer
465,2024-03-20,Papaya,Fruit,Summer
466,2024-01-03,Garlic,Vegetable,All
466,2024-01-03,Ginger,Vegetable,All
466,2024-01-03,Coriander,Vegetable,All
466,2024-01-03,Apple,Fruit,Winter
467,2024-11-19,Coriander,Vegetable,All
467,2024-11-19,Spinach,Vegetable,Winter
467,2024-11-19,Potato,Vegetable,All
468,2024-03-10,Potato,Vegetable,All
468,2024-03-10,Mango,Fruit,Summer
468,2024-03-10,Garlic,Vegetable,All
468,2024-03-10,Coriander,Vegetable,All
468,2024-03-10,Tomato,Vegetable,Summer
469,2024-07-25,Ginger,Vegetable,All
469,2024-07-25,Pumpkin,Vegetable,Rainy
470,2024-06-09,Papaya,Fruit,Summer
470,2024-06-09,Muskmelon,Fruit,Summer
470,2024-06-09,Mango,Fruit,Summer
470,2024-06-09,Ladyfinger,Vegetable,Summer
470,2024-06-09,Capsicum,Vegetable,Summer
471,2024-03-15,Ladyfinger,Vegetable,Summer
471,2024-03-15,Potato,Vegetable,All
472,2024-05-02,Ginger,Vegetable,All
472,2024-05-02,Papaya,Fruit,Summer
472,2024-05-02,Ladyfinger,Vegetable,Summer
472,2024-05-02,Muskmelon,Fruit,Summer
473,2024-08-18,Onion,Vegetable,All
473,2024-08-18,Bottle Gourd,Vegetable,Rainy
473,2024-08-18,Pumpkin,Vegetable,Rainy
474,2024-12-08,Ginger,Vegetable,All
474,2024-12-08,Garlic,Vegetable,All
474,2024-12-08,Coriander,Vegetable,All
474,2024-12-08,Beetroot,Vegetable,Winter
475,2024-04-14,Coriander,Vegetable,All
475,2024-04-14,Ginger,Vegetable,All
475,2024-04-14,Watermelon,Fruit,Summer
475,2024-04-14,Garlic,Vegetable,All
476,2024-08-25,Chilli,Vegetable,Rainy
476,2024-08-25,Ginger,Vegetable,All
476,2024-08-25,Coriander,Vegetable,All
476,2024-08-25,Onion,Vegetable,All
476,2024-08-25,Banana,Fruit,Rainy
477,2024-06-28,Onion,Vegetable,All
477,2024-06-28,Potato,Vegetable,All
477,2024-06-28,Tomato,Vegetable,Summer
477,2024-06-28,Ladyfinger,Vegetable,Summer
477,2024-06-28,Garlic,Vegetable,All
478,2024-05-02,Garlic,Vegetable,All
478,2024-05-02,Tomato,Vegetable,Summer
479,2024-04-05,Pineapple,Fruit,Summer
479,2024-04-05,Garlic,Vegetable,All
480,2024-11-13,Potato,Vegetable,All
480,2024-11-13,Garlic,Vegetable,All
480,2024-11-13,Cauliflower,Vegetable,Winter
480,2024-11-13,Apple,Fruit,Winter
481,2024-05-27,Garlic,Vegetable,All
481,2024-05-27,Onion,Vegetable,All
481,2024-05-27,Mango,Fruit,Summer
481,2024-05-27,Potato,Vegetable,All
481,2024-05-27,Capsicum,Vegetable,Summer
482,2024-06-21,Watermelon,Fruit,Summer
482,2024-06-21,Capsicum,Vegetable,Summer
482,2024-06-21,Coriander,Vegetable,All
483,2024-11-20,Spinach,Vegetable,Winter
483,2024-11-20,Guava,Fruit,Winter
483,2024-11-20,Onion,Vegetable,All
483,2024-11-20,Cauliflower,Vegetable,Winter
484,2024-11-24,Ginger,Vegetable,All
484,2024-11-24,Carrot,Vegetable,Winter
484,2024-11-24,Spinach,Vegetable,Winter
484,2024-11-24,Apple,Fruit,Winter
484,2024-11-24,Cabbage,Vegetable,Winter
485,2024-11-06,Potato,Vegetable,All
485,2024-11-06,Carrot,Vegetable,Winter
485,2024-11-06,Apple,Fruit,Winter
485,2024-11-06,Onion,Vegetable,All
485,2024-11-06,Ginger,Vegetable,All
486,2024-05-22,Ladyfinger,Vegetable,Summer
486,2024-05-22,Onion,Vegetable,All
486,2024-05-22,Pineapple,Fruit,Summer
486,2024-05-22,Tomato,Vegetable,Summer
486,2024-05-22,Papaya,Fruit,Summer
487,2024-01-22,Cauliflower,Vegetable,Winter
487,2024-01-22,Guava,Fruit,Winter
487,2024-01-22,Ginger,Vegetable,All
487,2024-01-22,Apple,Fruit,Winter
487,2024-01-22,Cabbage,Vegetable,Winter
488,2024-03-04,Watermelon,Fruit,Summer
488,2024-03-04,Garlic,Vegetable,All
488,2024-03-04,Capsicum,Vegetable,Summer
488,2024-03-04,Pineapple,Fruit,Summer
489,2024-05-04,Capsicum,Vegetable,Summer
489,2024-05-04,Garlic,Vegetable,All
489,2024-05-04,Potato,Vegetable,All
489,2024-05-04,Watermelon,Fruit,Summer
489,2024-05-04,Ginger,Vegetable,All
490,2024-08-16,Coriander,Vegetable,All
490,2024-08-16,Ginger,Vegetable,All
490,2024-08-16,Potato,Vegetable,All
490,2024-08-16,Banana,Fruit,Rainy
490,2024-08-16,Bottle Gourd,Vegetable,Rainy
491,2024-05-05,Tomato,Vegetable,Summer
491,2024-05-05,Capsicum,Vegetable,Summer
491,2024-05-05,Watermelon,Fruit,Summer
491,2024-05-05,Ladyfinger,Vegetable,Summer
492,2024-01-23,Potato,Vegetable,All
492,2024-01-23,Ginger,Vegetable,All
493,2024-10-31,Coriander,Vegetable,All
493,2024-10-31,Potato,Vegetable,All
493,2024-10-31,Onion,Vegetable,All
493,2024-10-31,Garlic,Vegetable,All
493,2024-10-31,Ginger,Vegetable,All
494,2024-10-08,Ginger,Vegetable,All
494,2024-10-08,Onion,Vegetable,All
494,2024-10-08,Coriander,Vegetable,All
495,2024-06-07,Capsicum,Vegetable,Summer
495,2024-06-07,Ginger,Vegetable,All
495,2024-06-07,Onion,Vegetable,All
496,2024-03-09,Garlic,Vegetable,All
496,2024-03-09,Capsicum,Vegetable,Summer
496,2024-03-09,Coriander,Vegetable,All
496,2024-03-09,Watermelon,Fruit,Summer
496,2024-03-09,Mango,Fruit,Summer
497,2024-07-30,Radish,Vegetable,Rainy
497,2024-07-30,Bottle Gourd,Vegetable,Rainy
497,2024-07-30,Brinjal,Vegetable,Rainy
497,2024-07-30,Coriander,Vegetable,All
498,2024-02-11,Garlic,Vegetable,All
498,2024-02-11,Potato,Vegetable,All
498,2024-02-11,Apple,Fruit,Winter
498,2024-02-11,Spinach,Vegetable,Winter
498,2024-02-11,Ginger,Vegetable,All
499,2024-05-13,Coriander,Vegetable,All
499,2024-05-13,Onion,Vegetable,All
499,2024-05-13,Muskmelon,Fruit,Summer
499,2024-05-13,Papaya,Fruit,Summer
500,2024-06-27,Coriander,Vegetable,All
500,2024-06-27,Pineapple,Fruit,Summer
500,2024-06-27,Potato,Vegetable,All
500,2024-06-27,Muskmelon,Fruit,Summer
500,2024-06-27,Ladyfinger,Vegetable,Summer
501,2024-07-05,Garlic,Vegetable,All
501,2024-07-05,Banana,Fruit,Rainy
501,2024-07-05,Coriander,Vegetable,All
501,2024-07-05,Ginger,Vegetable,All
502,2024-03-28,Coriander,Vegetable,All
502,2024-03-28,Tomato,Vegetable,Summer
502,2024-03-28,Watermelon,Fruit,Summer
502,2024-03-28,Garlic,Vegetable,All
502,2024-03-28,Onion,Vegetable,All
503,2024-03-12,Ginger,Vegetable,All
503,2024-03-12,Coriander,Vegetable,All
504,2024-04-05,Mango,Fruit,Summer
504,2024-04-05,Papaya,Fruit,Summer
504,2024-04-05,Tomato,Vegetable,Summer
505,2024-05-13,Mango,Fruit,Summer
505,2024-05-13,Capsicum,Vegetable,Summer
505,2024-05-13,Tomato,Vegetable,Summer
505,2024-05-13,Pineapple,Fruit,Summer
505,2024-05-13,Muskmelon,Fruit,Summer
506,2024-09-29,Radish,Vegetable,Rainy
506,2024-09-29,Chilli,Vegetable,Rainy
506,2024-09-29,Coriander,Vegetable,All
507,2024-07-11,Chilli,Vegetable,Rainy
507,2024-07-11,Garlic,Vegetable,All
507,2024-07-11,Coriander,Vegetable,All
507,2024-07-11,Bottle Gourd,Vegetable,Rainy
508,2024-10-18,Garlic,Vegetable,All
508,2024-10-18,Coriander,Vegetable,All
508,2024-10-18,Ginger,Vegetable,All
508,2024-10-18,Potato,Vegetable,All
508,2024-10-18,Onion,Vegetable,All
509,2024-03-07,Ladyfinger,Vegetable,Summer
509,2024-03-07,Onion,Vegetable,All
509,2024-03-07,Ginger,Vegetable,All
509,2024-03-07,Watermelon,Fruit,Summer
509,2024-03-07,Tomato,Vegetable,Summer
510,2024-08-21,Coriander,Vegetable,All
510,2024-08-21,Ginger,Vegetable,All
511,2024-08-26,Potato,Vegetable,All
511,2024-08-26,Radish,Vegetable,Rainy
511,2024-08-26,Brinjal,Vegetable,Rainy
511,2024-08-26,Garlic,Vegetable,All
512,2024-10-07,Ginger,Vegetable,All
512,2024-10-07,Onion,Vegetable,All
512,2024-10-07,Garlic,Vegetable,All
512,2024-10-07,Coriander,Vegetable,All
512,2024-10-07,Potato,Vegetable,All
513,2024-01-09,Apple,Fruit,Winter
513,2024-01-09,Spinach,Vegetable,Winter
513,2024-01-09,Ginger,Vegetable,All
513,2024-01-09,Coriander,Vegetable,All
513,2024-01-09,Onion,Vegetable,All
514,2024-10-26,Onion,Vegetable,All
514,2024-10-26,Potato,Vegetable,All
514,2024-10-26,Ginger,Vegetable,All
515,2024-10-23,Potato,Vegetable,All
515,2024-10-23,Garlic,Vegetable,All
